Observation,Beach Number,Beach Name,Site Location,Collection Date,E. Coli Levels (# colonies/ 100mL)
6525,2,Sunnyside Beach,19W,2019-08-09,140
6526,2,Sunnyside Beach,20W,2019-08-09,40
6527,2,Sunnyside Beach,21W,2019-08-09,30
6528,2,Sunnyside Beach,22W,2019-08-09,30
6529,1,Marie Curtis Park East Beach,29W,2019-08-08,60
6530,1,Marie Curtis Park East Beach,33W,2019-08-08,240
6531,1,Marie Curtis Park East Beach,32W,2019-08-08,190
6532,1,Marie Curtis Park East Beach,31W,2019-08-08,180
6533,1,Marie Curtis Park East Beach,30W,2019-08-08,50
6534,2,Sunnyside Beach,23W,2019-08-08,0
6535,2,Sunnyside Beach,17W,2019-08-08,170
6536,2,Sunnyside Beach,18W,2019-08-08,90
6537,2,Sunnyside Beach,19W,2019-08-08,80
6538,2,Sunnyside Beach,20W,2019-08-08,710
6539,2,Sunnyside Beach,21W,2019-08-08,640
6540,2,Sunnyside Beach,22W,2019-08-08,60
6541,1,Marie Curtis Park East Beach,29W,2019-08-07,1000
6542,1,Marie Curtis Park East Beach,33W,2019-08-07,1000
6543,1,Marie Curtis Park East Beach,32W,2019-08-07,1000
6544,1,Marie Curtis Park East Beach,31W,2019-08-07,1000
6545,1,Marie Curtis Park East Beach,30W,2019-08-07,1000
6546,2,Sunnyside Beach,23W,2019-08-07,0
6547,2,Sunnyside Beach,17W,2019-08-07,130
6548,2,Sunnyside Beach,18W,2019-08-07,70
6549,2,Sunnyside Beach,19W,2019-08-07,20
6550,2,Sunnyside Beach,20W,2019-08-07,880
6551,2,Sunnyside Beach,21W,2019-08-07,310
6552,2,Sunnyside Beach,22W,2019-08-07,140
6553,1,Marie Curtis Park East Beach,29W,2019-08-06,10
6554,1,Marie Curtis Park East Beach,33W,2019-08-06,10
6555,1,Marie Curtis Park East Beach,32W,2019-08-06,10
6556,1,Marie Curtis Park East Beach,31W,2019-08-06,10
6557,1,Marie Curtis Park East Beach,30W,2019-08-06,10
6558,2,Sunnyside Beach,23W,2019-08-06,0
6559,2,Sunnyside Beach,17W,2019-08-06,20
6560,2,Sunnyside Beach,18W,2019-08-06,30
6561,2,Sunnyside Beach,19W,2019-08-06,30
6562,2,Sunnyside Beach,20W,2019-08-06,150
6563,2,Sunnyside Beach,21W,2019-08-06,60
6564,2,Sunnyside Beach,22W,2019-08-06,0
6565,1,Marie Curtis Park East Beach,29W,2019-08-05,30
6566,1,Marie Curtis Park East Beach,33W,2019-08-05,10
6567,1,Marie Curtis Park East Beach,32W,2019-08-05,20
6568,1,Marie Curtis Park East Beach,31W,2019-08-05,20
6569,1,Marie Curtis Park East Beach,30W,2019-08-05,10
6570,2,Sunnyside Beach,23W,2019-08-05,0
6571,2,Sunnyside Beach,17W,2019-08-05,10
6572,2,Sunnyside Beach,18W,2019-08-05,10
6573,2,Sunnyside Beach,19W,2019-08-05,20
6574,2,Sunnyside Beach,20W,2019-08-05,10
6575,2,Sunnyside Beach,21W,2019-08-05,40
6576,2,Sunnyside Beach,22W,2019-08-05,10
6577,1,Marie Curtis Park East Beach,29W,2019-08-04,10
6578,1,Marie Curtis Park East Beach,33W,2019-08-04,10
6579,1,Marie Curtis Park East Beach,32W,2019-08-04,10
6580,1,Marie Curtis Park East Beach,31W,2019-08-04,10
6581,1,Marie Curtis Park East Beach,30W,2019-08-04,10
6582,2,Sunnyside Beach,23W,2019-08-04,0
6583,2,Sunnyside Beach,17W,2019-08-04,40
6584,2,Sunnyside Beach,18W,2019-08-04,40
6585,2,Sunnyside Beach,19W,2019-08-04,40
6586,2,Sunnyside Beach,20W,2019-08-04,40
6587,2,Sunnyside Beach,21W,2019-08-04,250
6588,2,Sunnyside Beach,22W,2019-08-04,40
6589,1,Marie Curtis Park East Beach,29W,2019-08-03,10
6590,1,Marie Curtis Park East Beach,33W,2019-08-03,50
6591,1,Marie Curtis Park East Beach,32W,2019-08-03,70
6592,1,Marie Curtis Park East Beach,31W,2019-08-03,30
6593,1,Marie Curtis Park East Beach,30W,2019-08-03,90
6594,2,Sunnyside Beach,23W,2019-08-03,0
6595,2,Sunnyside Beach,17W,2019-08-03,10
6596,2,Sunnyside Beach,18W,2019-08-03,10
6597,2,Sunnyside Beach,19W,2019-08-03,10
6598,2,Sunnyside Beach,20W,2019-08-03,60
6599,2,Sunnyside Beach,21W,2019-08-03,30
6600,2,Sunnyside Beach,22W,2019-08-03,30
6601,1,Marie Curtis Park East Beach,29W,2019-08-02,10
6602,1,Marie Curtis Park East Beach,33W,2019-08-02,10
6603,1,Marie Curtis Park East Beach,32W,2019-08-02,10
6604,1,Marie Curtis Park East Beach,31W,2019-08-02,10
6605,1,Marie Curtis Park East Beach,30W,2019-08-02,10
6606,2,Sunnyside Beach,23W,2019-08-02,0
6607,2,Sunnyside Beach,17W,2019-08-02,40
6608,2,Sunnyside Beach,18W,2019-08-02,40
6609,2,Sunnyside Beach,19W,2019-08-02,180
6610,2,Sunnyside Beach,20W,2019-08-02,80
6611,2,Sunnyside Beach,21W,2019-08-02,70
6612,2,Sunnyside Beach,22W,2019-08-02,20
6613,1,Marie Curtis Park East Beach,29W,2019-08-01,40
6614,1,Marie Curtis Park East Beach,33W,2019-08-01,20
6615,1,Marie Curtis Park East Beach,32W,2019-08-01,10
6616,1,Marie Curtis Park East Beach,31W,2019-08-01,10
6617,1,Marie Curtis Park East Beach,30W,2019-08-01,40
6618,2,Sunnyside Beach,23W,2019-08-01,0
6619,2,Sunnyside Beach,17W,2019-08-01,60
6620,2,Sunnyside Beach,18W,2019-08-01,10
6621,2,Sunnyside Beach,19W,2019-08-01,20
6622,2,Sunnyside Beach,20W,2019-08-01,10
6623,2,Sunnyside Beach,21W,2019-08-01,10
6624,2,Sunnyside Beach,22W,2019-08-01,10
6625,1,Marie Curtis Park East Beach,29W,2019-07-31,40
6626,1,Marie Curtis Park East Beach,33W,2019-07-31,70
6627,1,Marie Curtis Park East Beach,32W,2019-07-31,60
6628,1,Marie Curtis Park East Beach,31W,2019-07-31,20
6629,1,Marie Curtis Park East Beach,30W,2019-07-31,10
6630,2,Sunnyside Beach,23W,2019-07-31,0
6631,2,Sunnyside Beach,17W,2019-07-31,500
6632,2,Sunnyside Beach,18W,2019-07-31,220
6633,2,Sunnyside Beach,19W,2019-07-31,80
6634,2,Sunnyside Beach,20W,2019-07-31,120
6635,2,Sunnyside Beach,21W,2019-07-31,60
6636,2,Sunnyside Beach,22W,2019-07-31,60
6637,1,Marie Curtis Park East Beach,29W,2019-07-30,1000
6638,1,Marie Curtis Park East Beach,33W,2019-07-30,1000
