Observation,Beach Number,Beach Name,Site Location,Collection Date,E. Coli Levels (# colonies/ 100mL)
19061,2,Sunnyside Beach,20W,2009-08-29,140
19062,2,Sunnyside Beach,21W,2009-08-29,110
19063,2,Sunnyside Beach,22W,2009-08-29,70
19064,1,Marie Curtis Park East Beach,29W,2009-08-28,450
19065,1,Marie Curtis Park East Beach,33W,2009-08-28,10
19066,1,Marie Curtis Park East Beach,32W,2009-08-28,20
19067,1,Marie Curtis Park East Beach,31W,2009-08-28,10
19068,1,Marie Curtis Park East Beach,30W,2009-08-28,40
19069,2,Sunnyside Beach,23W,2009-08-28,40
19070,2,Sunnyside Beach,17W,2009-08-28,40
19071,2,Sunnyside Beach,18W,2009-08-28,120
19072,2,Sunnyside Beach,19W,2009-08-28,60
19073,2,Sunnyside Beach,20W,2009-08-28,30
19074,2,Sunnyside Beach,21W,2009-08-28,10
19075,2,Sunnyside Beach,22W,2009-08-28,30
19076,1,Marie Curtis Park East Beach,29W,2009-08-27,1100
19077,1,Marie Curtis Park East Beach,33W,2009-08-27,2200
19078,1,Marie Curtis Park East Beach,32W,2009-08-27,1100
19079,1,Marie Curtis Park East Beach,31W,2009-08-27,1100
19080,1,Marie Curtis Park East Beach,30W,2009-08-27,590
19081,2,Sunnyside Beach,23W,2009-08-27,50
19082,2,Sunnyside Beach,17W,2009-08-27,10
19083,2,Sunnyside Beach,18W,2009-08-27,10
19084,2,Sunnyside Beach,19W,2009-08-27,50
19085,2,Sunnyside Beach,20W,2009-08-27,30
19086,2,Sunnyside Beach,21W,2009-08-27,10
19087,2,Sunnyside Beach,22W,2009-08-27,20
19088,1,Marie Curtis Park East Beach,29W,2009-08-26,500
19089,1,Marie Curtis Park East Beach,33W,2009-08-26,50
19090,1,Marie Curtis Park East Beach,32W,2009-08-26,630
19091,1,Marie Curtis Park East Beach,31W,2009-08-26,260
19092,1,Marie Curtis Park East Beach,30W,2009-08-26,990
19093,2,Sunnyside Beach,23W,2009-08-26,310
19094,2,Sunnyside Beach,17W,2009-08-26,90
19095,2,Sunnyside Beach,18W,2009-08-26,110
19096,2,Sunnyside Beach,19W,2009-08-26,80
19097,2,Sunnyside Beach,20W,2009-08-26,120
19098,2,Sunnyside Beach,21W,2009-08-26,160
19099,2,Sunnyside Beach,22W,2009-08-26,100
19100,1,Marie Curtis Park East Beach,29W,2009-08-25,110
19101,1,Marie Curtis Park East Beach,33W,2009-08-25,160
19102,1,Marie Curtis Park East Beach,32W,2009-08-25,140
19103,1,Marie Curtis Park East Beach,31W,2009-08-25,300
19104,1,Marie Curtis Park East Beach,30W,2009-08-25,1400
19105,2,Sunnyside Beach,23W,2009-08-25,20
19106,2,Sunnyside Beach,17W,2009-08-25,80
19107,2,Sunnyside Beach,18W,2009-08-25,40
19108,2,Sunnyside Beach,19W,2009-08-25,30
19109,2,Sunnyside Beach,20W,2009-08-25,30
19110,2,Sunnyside Beach,21W,2009-08-25,10
19111,2,Sunnyside Beach,22W,2009-08-25,40
19112,1,Marie Curtis Park East Beach,29W,2009-08-24,110
19113,1,Marie Curtis Park East Beach,33W,2009-08-24,110
19114,1,Marie Curtis Park East Beach,32W,2009-08-24,80
19115,1,Marie Curtis Park East Beach,31W,2009-08-24,120
19116,1,Marie Curtis Park East Beach,30W,2009-08-24,60
19117,2,Sunnyside Beach,23W,2009-08-24,40
19118,2,Sunnyside Beach,17W,2009-08-24,70
19119,2,Sunnyside Beach,18W,2009-08-24,20
19120,2,Sunnyside Beach,19W,2009-08-24,30
19121,2,Sunnyside Beach,20W,2009-08-24,50
19122,2,Sunnyside Beach,21W,2009-08-24,20
19123,2,Sunnyside Beach,22W,2009-08-24,10
19124,1,Marie Curtis Park East Beach,29W,2009-08-23,390
19125,1,Marie Curtis Park East Beach,33W,2009-08-23,780
19126,1,Marie Curtis Park East Beach,32W,2009-08-23,580
19127,1,Marie Curtis Park East Beach,31W,2009-08-23,590
19128,1,Marie Curtis Park East Beach,30W,2009-08-23,1140
19129,2,Sunnyside Beach,23W,2009-08-23,110
19130,2,Sunnyside Beach,17W,2009-08-23,180
19131,2,Sunnyside Beach,18W,2009-08-23,90
19132,2,Sunnyside Beach,19W,2009-08-23,380
19133,2,Sunnyside Beach,20W,2009-08-23,100
19134,2,Sunnyside Beach,21W,2009-08-23,40
19135,2,Sunnyside Beach,22W,2009-08-23,160
19136,1,Marie Curtis Park East Beach,29W,2009-08-22,700
19137,1,Marie Curtis Park East Beach,33W,2009-08-22,700
19138,1,Marie Curtis Park East Beach,32W,2009-08-22,680
19139,1,Marie Curtis Park East Beach,31W,2009-08-22,690
19140,1,Marie Curtis Park East Beach,30W,2009-08-22,840
19141,2,Sunnyside Beach,23W,2009-08-22,560
19142,2,Sunnyside Beach,17W,2009-08-22,550
19143,2,Sunnyside Beach,18W,2009-08-22,900
19144,2,Sunnyside Beach,19W,2009-08-22,660
19145,2,Sunnyside Beach,20W,2009-08-22,590
19146,2,Sunnyside Beach,21W,2009-08-22,550
19147,2,Sunnyside Beach,22W,2009-08-22,600
19148,1,Marie Curtis Park East Beach,29W,2009-08-21,1000
19149,1,Marie Curtis Park East Beach,33W,2009-08-21,800
19150,1,Marie Curtis Park East Beach,32W,2009-08-21,1000
19151,1,Marie Curtis Park East Beach,31W,2009-08-21,700
19152,1,Marie Curtis Park East Beach,30W,2009-08-21,1000
19153,2,Sunnyside Beach,23W,2009-08-21,1300
19154,2,Sunnyside Beach,17W,2009-08-21,1200
19155,2,Sunnyside Beach,18W,2009-08-21,870
19156,2,Sunnyside Beach,19W,2009-08-21,780
19157,2,Sunnyside Beach,20W,2009-08-21,730
19158,2,Sunnyside Beach,21W,2009-08-21,1800
19159,2,Sunnyside Beach,22W,2009-08-21,1200
19160,1,Marie Curtis Park East Beach,29W,2009-08-20,500
19161,1,Marie Curtis Park East Beach,33W,2009-08-20,840
19162,1,Marie Curtis Park East Beach,32W,2009-08-20,1100
19163,1,Marie Curtis Park East Beach,31W,2009-08-20,950
19164,1,Marie Curtis Park East Beach,30W,2009-08-20,500
19165,2,Sunnyside Beach,23W,2009-08-20,80
19166,2,Sunnyside Beach,17W,2009-08-20,70
19167,2,Sunnyside Beach,18W,2009-08-20,10
19168,2,Sunnyside Beach,19W,2009-08-20,20
19169,2,Sunnyside Beach,20W,2009-08-20,60
19170,2,Sunnyside Beach,21W,2009-08-20,70
19171,2,Sunnyside Beach,22W,2009-08-20,90
19172,1,Marie Curtis Park East Beach,29W,2009-08-19,70
19173,1,Marie Curtis Park East Beach,33W,2009-08-19,220
19174,1,Marie Curtis Park East Beach,32W,2009-08-19,10
19175,1,Marie Curtis Park East Beach,31W,2009-08-19,10
19176,1,Marie Curtis Park East Beach,30W,2009-08-19,20
19177,2,Sunnyside Beach,23W,2009-08-19,120
19178,2,Sunnyside Beach,17W,2009-08-19,20
19179,2,Sunnyside Beach,18W,2009-08-19,30
19180,2,Sunnyside Beach,19W,2009-08-19,20
19181,2,Sunnyside Beach,20W,2009-08-19,80
19182,2,Sunnyside Beach,21W,2009-08-19,80
19183,2,Sunnyside Beach,22W,2009-08-19,120
19184,1,Marie Curtis Park East Beach,29W,2009-08-18,60
19185,1,Marie Curtis Park East Beach,33W,2009-08-18,110
19186,1,Marie Curtis Park East Beach,32W,2009-08-18,90
19187,1,Marie Curtis Park East Beach,31W,2009-08-18,40
19188,1,Marie Curtis Park East Beach,30W,2009-08-18,100
19189,2,Sunnyside Beach,23W,2009-08-18,200
19190,2,Sunnyside Beach,17W,2009-08-18,410
19191,2,Sunnyside Beach,18W,2009-08-18,120
19192,2,Sunnyside Beach,19W,2009-08-18,80
19193,2,Sunnyside Beach,20W,2009-08-18,120
19194,2,Sunnyside Beach,21W,2009-08-18,80
19195,2,Sunnyside Beach,22W,2009-08-18,90
19196,1,Marie Curtis Park East Beach,29W,2009-08-17,250
19197,1,Marie Curtis Park East Beach,33W,2009-08-17,160
19198,1,Marie Curtis Park East Beach,32W,2009-08-17,210
19199,1,Marie Curtis Park East Beach,31W,2009-08-17,220
19200,1,Marie Curtis Park East Beach,30W,2009-08-17,210
19201,2,Sunnyside Beach,23W,2009-08-17,360
19202,2,Sunnyside Beach,17W,2009-08-17,990
19203,2,Sunnyside Beach,18W,2009-08-17,1100
19204,2,Sunnyside Beach,19W,2009-08-17,750
19205,2,Sunnyside Beach,20W,2009-08-17,160
19206,2,Sunnyside Beach,21W,2009-08-17,170
19207,2,Sunnyside Beach,22W,2009-08-17,1100
19208,1,Marie Curtis Park East Beach,29W,2009-08-16,100
19209,1,Marie Curtis Park East Beach,33W,2009-08-16,80
19210,1,Marie Curtis Park East Beach,32W,2009-08-16,50
19211,1,Marie Curtis Park East Beach,31W,2009-08-16,60
19212,1,Marie Curtis Park East Beach,30W,2009-08-16,90
19213,2,Sunnyside Beach,23W,2009-08-16,10
19214,2,Sunnyside Beach,17W,2009-08-16,50
19215,2,Sunnyside Beach,18W,2009-08-16,40
19216,2,Sunnyside Beach,19W,2009-08-16,70
19217,2,Sunnyside Beach,20W,2009-08-16,20
19218,2,Sunnyside Beach,21W,2009-08-16,30
19219,2,Sunnyside Beach,22W,2009-08-16,10
19220,1,Marie Curtis Park East Beach,29W,2009-08-15,200
19221,1,Marie Curtis Park East Beach,33W,2009-08-15,310
19222,1,Marie Curtis Park East Beach,32W,2009-08-15,290
19223,1,Marie Curtis Park East Beach,31W,2009-08-15,260
19224,1,Marie Curtis Park East Beach,30W,2009-08-15,210
19225,2,Sunnyside Beach,23W,2009-08-15,50
19226,2,Sunnyside Beach,17W,2009-08-15,40
19227,2,Sunnyside Beach,18W,2009-08-15,60
19228,2,Sunnyside Beach,19W,2009-08-15,40
19229,2,Sunnyside Beach,20W,2009-08-15,10
19230,2,Sunnyside Beach,21W,2009-08-15,30
19231,2,Sunnyside Beach,22W,2009-08-15,80
19232,1,Marie Curtis Park East Beach,29W,2009-08-14,30
19233,1,Marie Curtis Park East Beach,33W,2009-08-14,90
19234,1,Marie Curtis Park East Beach,32W,2009-08-14,40
19235,1,Marie Curtis Park East Beach,31W,2009-08-14,70
19236,1,Marie Curtis Park East Beach,30W,2009-08-14,80
19237,2,Sunnyside Beach,23W,2009-08-14,60
19238,2,Sunnyside Beach,17W,2009-08-14,10
19239,2,Sunnyside Beach,18W,2009-08-14,50
19240,2,Sunnyside Beach,19W,2009-08-14,110
19241,2,Sunnyside Beach,20W,2009-08-14,110
19242,2,Sunnyside Beach,21W,2009-08-14,60
19243,2,Sunnyside Beach,22W,2009-08-14,20
19244,1,Marie Curtis Park East Beach,29W,2009-08-13,450
19245,1,Marie Curtis Park East Beach,33W,2009-08-13,1800
19246,1,Marie Curtis Park East Beach,32W,2009-08-13,1600
19247,1,Marie Curtis Park East Beach,31W,2009-08-13,410
19248,1,Marie Curtis Park East Beach,30W,2009-08-13,290
19249,2,Sunnyside Beach,23W,2009-08-13,270
19250,2,Sunnyside Beach,17W,2009-08-13,180
19251,2,Sunnyside Beach,18W,2009-08-13,170
19252,2,Sunnyside Beach,19W,2009-08-13,80
19253,2,Sunnyside Beach,20W,2009-08-13,90
19254,2,Sunnyside Beach,21W,2009-08-13,90
19255,2,Sunnyside Beach,22W,2009-08-13,330
19256,1,Marie Curtis Park East Beach,29W,2009-08-12,720
19257,1,Marie Curtis Park East Beach,33W,2009-08-12,850
19258,1,Marie Curtis Park East Beach,32W,2009-08-12,780
19259,1,Marie Curtis Park East Beach,31W,2009-08-12,730
19260,1,Marie Curtis Park East Beach,30W,2009-08-12,570
19261,2,Sunnyside Beach,23W,2009-08-12,340
19262,2,Sunnyside Beach,17W,2009-08-12,280
19263,2,Sunnyside Beach,18W,2009-08-12,230
19264,2,Sunnyside Beach,19W,2009-08-12,260
19265,2,Sunnyside Beach,20W,2009-08-12,370
19266,2,Sunnyside Beach,21W,2009-08-12,820
19267,2,Sunnyside Beach,22W,2009-08-12,350
19268,1,Marie Curtis Park East Beach,29W,2009-08-11,160
19269,1,Marie Curtis Park East Beach,33W,2009-08-11,180
19270,1,Marie Curtis Park East Beach,32W,2009-08-11,190
19271,1,Marie Curtis Park East Beach,31W,2009-08-11,220
19272,1,Marie Curtis Park East Beach,30W,2009-08-11,140
19273,2,Sunnyside Beach,23W,2009-08-11,470
19274,2,Sunnyside Beach,17W,2009-08-11,29
19275,2,Sunnyside Beach,18W,2009-08-11,30
19276,2,Sunnyside Beach,19W,2009-08-11,70
19277,2,Sunnyside Beach,20W,2009-08-11,20
19278,2,Sunnyside Beach,21W,2009-08-11,80
19279,2,Sunnyside Beach,22W,2009-08-11,90
19280,1,Marie Curtis Park East Beach,29W,2009-08-10,50
19281,1,Marie Curtis Park East Beach,33W,2009-08-10,1400
19282,1,Marie Curtis Park East Beach,32W,2009-08-10,60
19283,1,Marie Curtis Park East Beach,31W,2009-08-10,50
19284,1,Marie Curtis Park East Beach,30W,2009-08-10,10
19285,2,Sunnyside Beach,23W,2009-08-10,1300
19286,2,Sunnyside Beach,17W,2009-08-10,620
19287,2,Sunnyside Beach,18W,2009-08-10,530
19288,2,Sunnyside Beach,19W,2009-08-10,680
19289,2,Sunnyside Beach,20W,2009-08-10,410
19290,2,Sunnyside Beach,21W,2009-08-10,430
19291,2,Sunnyside Beach,22W,2009-08-10,850
19292,1,Marie Curtis Park East Beach,29W,2009-08-09,1320
19293,1,Marie Curtis Park East Beach,33W,2009-08-09,440
19294,1,Marie Curtis Park East Beach,32W,2009-08-09,1450
19295,1,Marie Curtis Park East Beach,31W,2009-08-09,210
19296,1,Marie Curtis Park East Beach,30W,2009-08-09,260
19297,2,Sunnyside Beach,23W,2009-08-09,210
19298,2,Sunnyside Beach,17W,2009-08-09,20
19299,2,Sunnyside Beach,18W,2009-08-09,60
19300,2,Sunnyside Beach,19W,2009-08-09,140
19301,2,Sunnyside Beach,20W,2009-08-09,80
19302,2,Sunnyside Beach,21W,2009-08-09,80
19303,2,Sunnyside Beach,22W,2009-08-09,210
19304,1,Marie Curtis Park East Beach,29W,2009-08-08,110
19305,1,Marie Curtis Park East Beach,33W,2009-08-08,130
19306,1,Marie Curtis Park East Beach,32W,2009-08-08,130
19307,1,Marie Curtis Park East Beach,31W,2009-08-08,100
19308,1,Marie Curtis Park East Beach,30W,2009-08-08,120
19309,2,Sunnyside Beach,23W,2009-08-08,70
19310,2,Sunnyside Beach,17W,2009-08-08,10
19311,2,Sunnyside Beach,18W,2009-08-08,20
19312,2,Sunnyside Beach,19W,2009-08-08,20
19313,2,Sunnyside Beach,20W,2009-08-08,60
19314,2,Sunnyside Beach,21W,2009-08-08,30
19315,2,Sunnyside Beach,22W,2009-08-08,20
19316,1,Marie Curtis Park East Beach,29W,2009-08-07,30
19317,1,Marie Curtis Park East Beach,33W,2009-08-07,20
19318,1,Marie Curtis Park East Beach,32W,2009-08-07,10
19319,1,Marie Curtis Park East Beach,31W,2009-08-07,40
19320,1,Marie Curtis Park East Beach,30W,2009-08-07,30
19321,2,Sunnyside Beach,23W,2009-08-07,10
19322,2,Sunnyside Beach,17W,2009-08-07,20
19323,2,Sunnyside Beach,18W,2009-08-07,10
19324,2,Sunnyside Beach,19W,2009-08-07,10
19325,2,Sunnyside Beach,20W,2009-08-07,10
19326,2,Sunnyside Beach,21W,2009-08-07,10
19327,2,Sunnyside Beach,22W,2009-08-07,10
19328,1,Marie Curtis Park East Beach,29W,2009-08-06,50
19329,1,Marie Curtis Park East Beach,33W,2009-08-06,190
19330,1,Marie Curtis Park East Beach,32W,2009-08-06,110
19331,1,Marie Curtis Park East Beach,31W,2009-08-06,210
19332,1,Marie Curtis Park East Beach,30W,2009-08-06,120
19333,2,Sunnyside Beach,23W,2009-08-06,1300
19334,2,Sunnyside Beach,17W,2009-08-06,40
19335,2,Sunnyside Beach,18W,2009-08-06,100
19336,2,Sunnyside Beach,19W,2009-08-06,10
19337,2,Sunnyside Beach,20W,2009-08-06,90
19338,2,Sunnyside Beach,21W,2009-08-06,90
19339,2,Sunnyside Beach,22W,2009-08-06,60
19340,1,Marie Curtis Park East Beach,29W,2009-08-05,610
19341,1,Marie Curtis Park East Beach,33W,2009-08-05,1900
19342,1,Marie Curtis Park East Beach,32W,2009-08-05,1800
19343,1,Marie Curtis Park East Beach,31W,2009-08-05,1600
19344,1,Marie Curtis Park East Beach,30W,2009-08-05,370
19345,2,Sunnyside Beach,23W,2009-08-05,570
19346,2,Sunnyside Beach,17W,2009-08-05,250
19347,2,Sunnyside Beach,18W,2009-08-05,460
19348,2,Sunnyside Beach,19W,2009-08-05,360
19349,2,Sunnyside Beach,20W,2009-08-05,260
19350,2,Sunnyside Beach,21W,2009-08-05,220
19351,2,Sunnyside Beach,22W,2009-08-05,580
19352,1,Marie Curtis Park East Beach,29W,2009-08-04,30
19353,1,Marie Curtis Park East Beach,33W,2009-08-04,80
19354,1,Marie Curtis Park East Beach,32W,2009-08-04,170
19355,1,Marie Curtis Park East Beach,31W,2009-08-04,100
19356,1,Marie Curtis Park East Beach,30W,2009-08-04,140
19357,2,Sunnyside Beach,23W,2009-08-04,190
19358,2,Sunnyside Beach,17W,2009-08-04,50
19359,2,Sunnyside Beach,18W,2009-08-04,60
19360,2,Sunnyside Beach,19W,2009-08-04,130
19361,2,Sunnyside Beach,20W,2009-08-04,120
19362,2,Sunnyside Beach,21W,2009-08-04,80
19363,2,Sunnyside Beach,22W,2009-08-04,80
19364,1,Marie Curtis Park East Beach,29W,2009-08-03,320
19365,1,Marie Curtis Park East Beach,33W,2009-08-03,250
19366,1,Marie Curtis Park East Beach,32W,2009-08-03,230
19367,1,Marie Curtis Park East Beach,31W,2009-08-03,260
19368,1,Marie Curtis Park East Beach,30W,2009-08-03,200
19369,2,Sunnyside Beach,23W,2009-08-03,0
19370,2,Sunnyside Beach,17W,2009-08-03,30
19371,2,Sunnyside Beach,18W,2009-08-03,110
19372,2,Sunnyside Beach,19W,2009-08-03,350
19373,2,Sunnyside Beach,20W,2009-08-03,120
19374,2,Sunnyside Beach,21W,2009-08-03,20
19375,2,Sunnyside Beach,22W,2009-08-03,130
19376,1,Marie Curtis Park East Beach,29W,2009-08-02,880
19377,1,Marie Curtis Park East Beach,33W,2009-08-02,500
19378,1,Marie Curtis Park East Beach,32W,2009-08-02,620
19379,1,Marie Curtis Park East Beach,31W,2009-08-02,600
19380,1,Marie Curtis Park East Beach,30W,2009-08-02,800
19381,2,Sunnyside Beach,23W,2009-08-02,0
19382,2,Sunnyside Beach,17W,2009-08-02,160
19383,2,Sunnyside Beach,18W,2009-08-02,100
19384,2,Sunnyside Beach,19W,2009-08-02,160
19385,2,Sunnyside Beach,20W,2009-08-02,250
19386,2,Sunnyside Beach,21W,2009-08-02,190
19387,2,Sunnyside Beach,22W,2009-08-02,190
19388,1,Marie Curtis Park East Beach,29W,2009-08-01,30
19389,1,Marie Curtis Park East Beach,33W,2009-08-01,480
19390,1,Marie Curtis Park East Beach,32W,2009-08-01,150
19391,1,Marie Curtis Park East Beach,31W,2009-08-01,120
19392,1,Marie Curtis Park East Beach,30W,2009-08-01,100
19393,2,Sunnyside Beach,23W,2009-08-01,10
19394,2,Sunnyside Beach,17W,2009-08-01,40
19395,2,Sunnyside Beach,18W,2009-08-01,70
19396,2,Sunnyside Beach,19W,2009-08-01,60
19397,2,Sunnyside Beach,20W,2009-08-01,30
19398,2,Sunnyside Beach,21W,2009-08-01,60
19399,2,Sunnyside Beach,22W,2009-08-01,0
19400,1,Marie Curtis Park East Beach,29W,2009-07-31,650
19401,1,Marie Curtis Park East Beach,33W,2009-07-31,1400
19402,1,Marie Curtis Park East Beach,32W,2009-07-31,1060
19403,1,Marie Curtis Park East Beach,31W,2009-07-31,1300
19404,1,Marie Curtis Park East Beach,30W,2009-07-31,1000
19405,2,Sunnyside Beach,23W,2009-07-31,0
19406,2,Sunnyside Beach,17W,2009-07-31,30
19407,2,Sunnyside Beach,18W,2009-07-31,30
19408,2,Sunnyside Beach,19W,2009-07-31,60
19409,2,Sunnyside Beach,20W,2009-07-31,60
19410,2,Sunnyside Beach,21W,2009-07-31,90
19411,2,Sunnyside Beach,22W,2009-07-31,250
19412,2,Sunnyside Beach,23W,2009-07-30,0
19413,2,Sunnyside Beach,17W,2009-07-30,580
19414,2,Sunnyside Beach,18W,2009-07-30,320
19415,2,Sunnyside Beach,19W,2009-07-30,260
19416,2,Sunnyside Beach,20W,2009-07-30,220
19417,2,Sunnyside Beach,21W,2009-07-30,300
19418,2,Sunnyside Beach,22W,2009-07-30,540
19419,2,Sunnyside Beach,23W,2009-07-29,410
19420,2,Sunnyside Beach,17W,2009-07-29,1020
19421,2,Sunnyside Beach,18W,2009-07-29,1600
19422,2,Sunnyside Beach,19W,2009-07-29,20
19423,2,Sunnyside Beach,20W,2009-07-29,560
19424,2,Sunnyside Beach,21W,2009-07-29,10
19425,2,Sunnyside Beach,22W,2009-07-29,350
19426,2,Sunnyside Beach,23W,2009-07-28,450
19427,2,Sunnyside Beach,17W,2009-07-28,180
19428,2,Sunnyside Beach,18W,2009-07-28,160
19429,2,Sunnyside Beach,19W,2009-07-28,760
19430,2,Sunnyside Beach,20W,2009-07-28,140
19431,2,Sunnyside Beach,21W,2009-07-28,10
19432,2,Sunnyside Beach,22W,2009-07-28,120
19433,2,Sunnyside Beach,23W,2009-07-27,1600
19434,2,Sunnyside Beach,17W,2009-07-27,630
19435,2,Sunnyside Beach,18W,2009-07-27,480
19436,2,Sunnyside Beach,19W,2009-07-27,700
19437,2,Sunnyside Beach,20W,2009-07-27,720
19438,2,Sunnyside Beach,21W,2009-07-27,10
19439,2,Sunnyside Beach,22W,2009-07-27,530
19440,2,Sunnyside Beach,23W,2009-07-24,2240
19441,2,Sunnyside Beach,17W,2009-07-24,720
19442,2,Sunnyside Beach,18W,2009-07-24,330
19443,2,Sunnyside Beach,19W,2009-07-24,290
19444,2,Sunnyside Beach,20W,2009-07-24,160
19445,2,Sunnyside Beach,21W,2009-07-24,10
19446,2,Sunnyside Beach,22W,2009-07-24,230
19447,2,Sunnyside Beach,23W,2009-07-23,1600
19448,2,Sunnyside Beach,17W,2009-07-23,400
19449,2,Sunnyside Beach,18W,2009-07-23,530
19450,2,Sunnyside Beach,19W,2009-07-23,560
19451,2,Sunnyside Beach,20W,2009-07-23,1350
19452,2,Sunnyside Beach,21W,2009-07-23,10
19453,2,Sunnyside Beach,22W,2009-07-23,260
19454,2,Sunnyside Beach,23W,2009-07-22,490
19455,2,Sunnyside Beach,17W,2009-07-22,60
19456,2,Sunnyside Beach,18W,2009-07-22,110
19457,2,Sunnyside Beach,19W,2009-07-22,10
19458,2,Sunnyside Beach,20W,2009-07-22,20
19459,2,Sunnyside Beach,21W,2009-07-22,10
19460,2,Sunnyside Beach,22W,2009-07-22,50
19461,2,Sunnyside Beach,23W,2009-07-21,480
19462,2,Sunnyside Beach,17W,2009-07-21,290
19463,2,Sunnyside Beach,18W,2009-07-21,70
19464,2,Sunnyside Beach,19W,2009-07-21,20
19465,2,Sunnyside Beach,20W,2009-07-21,120
19466,2,Sunnyside Beach,21W,2009-07-21,10
19467,2,Sunnyside Beach,22W,2009-07-21,200
19468,2,Sunnyside Beach,23W,2009-07-20,10
19469,2,Sunnyside Beach,17W,2009-07-20,40
19470,2,Sunnyside Beach,18W,2009-07-20,30
19471,2,Sunnyside Beach,19W,2009-07-20,60
19472,2,Sunnyside Beach,20W,2009-07-20,10
19473,2,Sunnyside Beach,21W,2009-07-20,10
19474,2,Sunnyside Beach,22W,2009-07-20,150
19475,2,Sunnyside Beach,23W,2009-07-16,20
19476,2,Sunnyside Beach,17W,2009-07-16,10
19477,2,Sunnyside Beach,18W,2009-07-16,30
19478,2,Sunnyside Beach,19W,2009-07-16,20
19479,2,Sunnyside Beach,20W,2009-07-16,50
19480,2,Sunnyside Beach,21W,2009-07-16,10
19481,2,Sunnyside Beach,22W,2009-07-16,160
19482,2,Sunnyside Beach,23W,2009-07-15,30
19483,2,Sunnyside Beach,17W,2009-07-15,10
19484,2,Sunnyside Beach,18W,2009-07-15,10
19485,2,Sunnyside Beach,19W,2009-07-15,40
19486,2,Sunnyside Beach,20W,2009-07-15,20
19487,2,Sunnyside Beach,21W,2009-07-15,10
19488,2,Sunnyside Beach,22W,2009-07-15,30
19489,2,Sunnyside Beach,20W,2009-07-09,10
19490,2,Sunnyside Beach,17W,2009-07-09,10
19491,2,Sunnyside Beach,18W,2009-07-09,10
19492,2,Sunnyside Beach,19W,2009-07-09,10
19493,2,Sunnyside Beach,20W,2009-07-08,10
19494,2,Sunnyside Beach,17W,2009-07-08,10
19495,2,Sunnyside Beach,18W,2009-07-08,10
19496,2,Sunnyside Beach,19W,2009-07-08,10
19497,2,Sunnyside Beach,23W,2009-07-03,40
19498,2,Sunnyside Beach,17W,2009-07-03,30
19499,2,Sunnyside Beach,18W,2009-07-03,0
19500,2,Sunnyside Beach,19W,2009-07-03,10
19501,2,Sunnyside Beach,20W,2009-07-03,0
19502,2,Sunnyside Beach,21W,2009-07-03,0
19503,2,Sunnyside Beach,22W,2009-07-03,70
19504,2,Sunnyside Beach,23W,2009-07-02,70
19505,2,Sunnyside Beach,17W,2009-07-02,50
19506,2,Sunnyside Beach,18W,2009-07-02,40
19507,2,Sunnyside Beach,19W,2009-07-02,40
19508,2,Sunnyside Beach,20W,2009-07-02,30
19509,2,Sunnyside Beach,21W,2009-07-02,0
19510,2,Sunnyside Beach,22W,2009-07-02,40
19511,2,Sunnyside Beach,23W,2009-06-28,0
19512,2,Sunnyside Beach,18W,2009-06-28,190
19513,2,Sunnyside Beach,17W,2009-06-28,140
19514,2,Sunnyside Beach,19W,2009-06-28,40
19515,2,Sunnyside Beach,20W,2009-06-28,50
19516,2,Sunnyside Beach,21W,2009-06-28,10
19517,2,Sunnyside Beach,22W,2009-06-28,40
19518,2,Sunnyside Beach,23W,2009-06-27,0
19519,2,Sunnyside Beach,18W,2009-06-27,10
19520,2,Sunnyside Beach,17W,2009-06-27,20
19521,2,Sunnyside Beach,19W,2009-06-27,40
19522,2,Sunnyside Beach,20W,2009-06-27,10
19523,2,Sunnyside Beach,21W,2009-06-27,40
19524,2,Sunnyside Beach,22W,2009-06-27,30
19525,1,Marie Curtis Park East Beach,29W,2009-06-20,600
19526,1,Marie Curtis Park East Beach,33W,2009-06-20,6120
19527,1,Marie Curtis Park East Beach,32W,2009-06-20,2480
19528,1,Marie Curtis Park East Beach,31W,2009-06-20,1120
19529,1,Marie Curtis Park East Beach,30W,2009-06-20,740
19530,2,Sunnyside Beach,23W,2009-06-20,40
19531,2,Sunnyside Beach,18W,2009-06-20,120
19532,2,Sunnyside Beach,17W,2009-06-20,150
19533,2,Sunnyside Beach,19W,2009-06-20,150
19534,2,Sunnyside Beach,20W,2009-06-20,110
19535,2,Sunnyside Beach,21W,2009-06-20,50
19536,2,Sunnyside Beach,22W,2009-06-20,60
19537,1,Marie Curtis Park East Beach,29W,2009-06-19,340
19538,1,Marie Curtis Park East Beach,33W,2009-06-19,450
19539,1,Marie Curtis Park East Beach,32W,2009-06-19,250
19540,1,Marie Curtis Park East Beach,31W,2009-06-19,480
19541,1,Marie Curtis Park East Beach,30W,2009-06-19,450
19542,2,Sunnyside Beach,23W,2009-06-19,300
19543,2,Sunnyside Beach,18W,2009-06-19,30
19544,2,Sunnyside Beach,17W,2009-06-19,40
19545,2,Sunnyside Beach,19W,2009-06-19,30
19546,2,Sunnyside Beach,20W,2009-06-19,10
19547,2,Sunnyside Beach,21W,2009-06-19,20
19548,2,Sunnyside Beach,22W,2009-06-19,220
19549,1,Marie Curtis Park East Beach,29W,2009-06-17,230
19550,1,Marie Curtis Park East Beach,33W,2009-06-17,290
19551,1,Marie Curtis Park East Beach,32W,2009-06-17,360
