_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
204,2,Sunnyside Beach,22W,2024-08-23,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
205,1,Marie Curtis Park East Beach,29W,2024-08-22,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
206,1,Marie Curtis Park East Beach,33W,2024-08-22,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
207,1,Marie Curtis Park East Beach,32W,2024-08-22,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
208,1,Marie Curtis Park East Beach,31W,2024-08-22,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
209,1,Marie Curtis Park East Beach,30W,2024-08-22,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
210,2,Sunnyside Beach,23W,2024-08-22,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
211,2,Sunnyside Beach,18W,2024-08-22,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
212,2,Sunnyside Beach,17W,2024-08-22,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
213,2,Sunnyside Beach,20W,2024-08-22,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
214,2,Sunnyside Beach,21W,2024-08-22,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
215,2,Sunnyside Beach,19W,2024-08-22,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
216,2,Sunnyside Beach,22W,2024-08-22,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
217,1,Marie Curtis Park East Beach,29W,2024-08-21,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
218,1,Marie Curtis Park East Beach,33W,2024-08-21,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
219,1,Marie Curtis Park East Beach,32W,2024-08-21,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
220,1,Marie Curtis Park East Beach,31W,2024-08-21,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
221,1,Marie Curtis Park East Beach,30W,2024-08-21,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
222,2,Sunnyside Beach,23W,2024-08-21,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
223,2,Sunnyside Beach,18W,2024-08-21,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
224,2,Sunnyside Beach,17W,2024-08-21,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
225,2,Sunnyside Beach,20W,2024-08-21,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
226,2,Sunnyside Beach,21W,2024-08-21,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
227,2,Sunnyside Beach,19W,2024-08-21,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
228,2,Sunnyside Beach,22W,2024-08-21,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
229,1,Marie Curtis Park East Beach,29W,2024-08-20,300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
230,1,Marie Curtis Park East Beach,33W,2024-08-20,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
231,1,Marie Curtis Park East Beach,32W,2024-08-20,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
232,1,Marie Curtis Park East Beach,31W,2024-08-20,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
233,1,Marie Curtis Park East Beach,30W,2024-08-20,330,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
234,2,Sunnyside Beach,23W,2024-08-20,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
235,2,Sunnyside Beach,18W,2024-08-20,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
236,2,Sunnyside Beach,17W,2024-08-20,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
237,2,Sunnyside Beach,20W,2024-08-20,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
238,2,Sunnyside Beach,21W,2024-08-20,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
239,2,Sunnyside Beach,19W,2024-08-20,380,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
240,2,Sunnyside Beach,22W,2024-08-20,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
241,1,Marie Curtis Park East Beach,29W,2024-08-19,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
242,1,Marie Curtis Park East Beach,33W,2024-08-19,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
243,1,Marie Curtis Park East Beach,32W,2024-08-19,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
244,1,Marie Curtis Park East Beach,31W,2024-08-19,360,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
245,1,Marie Curtis Park East Beach,30W,2024-08-19,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
246,2,Sunnyside Beach,23W,2024-08-19,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
247,2,Sunnyside Beach,18W,2024-08-19,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
248,2,Sunnyside Beach,17W,2024-08-19,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
249,2,Sunnyside Beach,20W,2024-08-19,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
250,2,Sunnyside Beach,21W,2024-08-19,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
251,2,Sunnyside Beach,19W,2024-08-19,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
252,2,Sunnyside Beach,22W,2024-08-19,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
253,1,Marie Curtis Park East Beach,29W,2024-08-18,300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
254,1,Marie Curtis Park East Beach,33W,2024-08-18,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
255,1,Marie Curtis Park East Beach,32W,2024-08-18,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
256,1,Marie Curtis Park East Beach,31W,2024-08-18,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
257,1,Marie Curtis Park East Beach,30W,2024-08-18,340,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
258,2,Sunnyside Beach,23W,2024-08-18,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
259,2,Sunnyside Beach,18W,2024-08-18,600,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
260,2,Sunnyside Beach,17W,2024-08-18,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
261,2,Sunnyside Beach,20W,2024-08-18,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
262,2,Sunnyside Beach,21W,2024-08-18,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
263,2,Sunnyside Beach,19W,2024-08-18,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
264,2,Sunnyside Beach,22W,2024-08-18,280,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
265,1,Marie Curtis Park East Beach,29W,2024-08-17,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
266,1,Marie Curtis Park East Beach,33W,2024-08-17,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
267,1,Marie Curtis Park East Beach,32W,2024-08-17,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
268,1,Marie Curtis Park East Beach,31W,2024-08-17,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
269,1,Marie Curtis Park East Beach,30W,2024-08-17,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
270,2,Sunnyside Beach,23W,2024-08-17,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
271,2,Sunnyside Beach,18W,2024-08-17,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
272,2,Sunnyside Beach,17W,2024-08-17,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
273,2,Sunnyside Beach,20W,2024-08-17,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
274,2,Sunnyside Beach,21W,2024-08-17,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
275,2,Sunnyside Beach,19W,2024-08-17,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
276,2,Sunnyside Beach,22W,2024-08-17,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
277,1,Marie Curtis Park East Beach,29W,2024-08-16,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
278,1,Marie Curtis Park East Beach,33W,2024-08-16,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
279,1,Marie Curtis Park East Beach,32W,2024-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
280,1,Marie Curtis Park East Beach,31W,2024-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
281,1,Marie Curtis Park East Beach,30W,2024-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
282,2,Sunnyside Beach,23W,2024-08-16,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
283,2,Sunnyside Beach,18W,2024-08-16,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
284,2,Sunnyside Beach,17W,2024-08-16,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
285,2,Sunnyside Beach,20W,2024-08-16,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
286,2,Sunnyside Beach,21W,2024-08-16,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
287,2,Sunnyside Beach,19W,2024-08-16,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
288,2,Sunnyside Beach,22W,2024-08-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
289,1,Marie Curtis Park East Beach,29W,2024-08-15,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
290,1,Marie Curtis Park East Beach,33W,2024-08-15,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
291,1,Marie Curtis Park East Beach,32W,2024-08-15,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
292,1,Marie Curtis Park East Beach,31W,2024-08-15,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
293,1,Marie Curtis Park East Beach,30W,2024-08-15,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
294,2,Sunnyside Beach,23W,2024-08-15,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
295,2,Sunnyside Beach,18W,2024-08-15,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
296,2,Sunnyside Beach,17W,2024-08-15,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
297,2,Sunnyside Beach,20W,2024-08-15,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
298,2,Sunnyside Beach,21W,2024-08-15,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
299,2,Sunnyside Beach,19W,2024-08-15,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
300,2,Sunnyside Beach,22W,2024-08-15,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
301,1,Marie Curtis Park East Beach,29W,2024-08-14,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
302,1,Marie Curtis Park East Beach,33W,2024-08-14,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
303,1,Marie Curtis Park East Beach,32W,2024-08-14,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
304,1,Marie Curtis Park East Beach,31W,2024-08-14,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
305,1,Marie Curtis Park East Beach,30W,2024-08-14,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
306,2,Sunnyside Beach,23W,2024-08-14,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
307,2,Sunnyside Beach,18W,2024-08-14,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
308,2,Sunnyside Beach,17W,2024-08-14,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
309,2,Sunnyside Beach,20W,2024-08-14,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
310,2,Sunnyside Beach,21W,2024-08-14,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
311,2,Sunnyside Beach,19W,2024-08-14,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
312,2,Sunnyside Beach,22W,2024-08-14,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
313,1,Marie Curtis Park East Beach,29W,2024-08-13,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
314,1,Marie Curtis Park East Beach,33W,2024-08-13,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
315,1,Marie Curtis Park East Beach,32W,2024-08-13,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
316,1,Marie Curtis Park East Beach,31W,2024-08-13,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
317,1,Marie Curtis Park East Beach,30W,2024-08-13,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
318,2,Sunnyside Beach,23W,2024-08-13,,No Data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
319,2,Sunnyside Beach,18W,2024-08-13,800,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
320,2,Sunnyside Beach,17W,2024-08-13,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
321,2,Sunnyside Beach,20W,2024-08-13,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
322,2,Sunnyside Beach,21W,2024-08-13,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
323,2,Sunnyside Beach,19W,2024-08-13,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
324,2,Sunnyside Beach,22W,2024-08-13,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
325,1,Marie Curtis Park East Beach,29W,2024-08-12,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
326,1,Marie Curtis Park East Beach,33W,2024-08-12,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
327,1,Marie Curtis Park East Beach,32W,2024-08-12,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
328,1,Marie Curtis Park East Beach,31W,2024-08-12,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
329,1,Marie Curtis Park East Beach,30W,2024-08-12,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
330,2,Sunnyside Beach,23W,2024-08-12,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
331,2,Sunnyside Beach,18W,2024-08-12,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
332,2,Sunnyside Beach,17W,2024-08-12,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
333,2,Sunnyside Beach,20W,2024-08-12,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
334,2,Sunnyside Beach,21W,2024-08-12,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
335,2,Sunnyside Beach,19W,2024-08-12,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
336,2,Sunnyside Beach,22W,2024-08-12,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
337,1,Marie Curtis Park East Beach,29W,2024-08-11,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
338,1,Marie Curtis Park East Beach,33W,2024-08-11,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
339,1,Marie Curtis Park East Beach,32W,2024-08-11,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
340,1,Marie Curtis Park East Beach,31W,2024-08-11,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
341,1,Marie Curtis Park East Beach,30W,2024-08-11,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
342,2,Sunnyside Beach,23W,2024-08-11,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
343,2,Sunnyside Beach,18W,2024-08-11,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
344,2,Sunnyside Beach,17W,2024-08-11,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
345,2,Sunnyside Beach,20W,2024-08-11,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
346,2,Sunnyside Beach,21W,2024-08-11,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
347,2,Sunnyside Beach,19W,2024-08-11,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
348,2,Sunnyside Beach,22W,2024-08-11,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
349,1,Marie Curtis Park East Beach,29W,2024-08-10,290,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
350,1,Marie Curtis Park East Beach,33W,2024-08-10,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
351,1,Marie Curtis Park East Beach,32W,2024-08-10,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
352,1,Marie Curtis Park East Beach,31W,2024-08-10,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
353,1,Marie Curtis Park East Beach,30W,2024-08-10,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
354,2,Sunnyside Beach,23W,2024-08-10,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
355,2,Sunnyside Beach,18W,2024-08-10,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
356,2,Sunnyside Beach,17W,2024-08-10,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
357,2,Sunnyside Beach,20W,2024-08-10,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
358,2,Sunnyside Beach,21W,2024-08-10,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
359,2,Sunnyside Beach,19W,2024-08-10,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
360,2,Sunnyside Beach,22W,2024-08-10,340,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
361,1,Marie Curtis Park East Beach,29W,2024-08-09,460,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
362,1,Marie Curtis Park East Beach,33W,2024-08-09,300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
363,1,Marie Curtis Park East Beach,32W,2024-08-09,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
364,1,Marie Curtis Park East Beach,31W,2024-08-09,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
365,1,Marie Curtis Park East Beach,30W,2024-08-09,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
366,2,Sunnyside Beach,23W,2024-08-09,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
367,2,Sunnyside Beach,18W,2024-08-09,710,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
368,2,Sunnyside Beach,17W,2024-08-09,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
369,2,Sunnyside Beach,20W,2024-08-09,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
370,2,Sunnyside Beach,21W,2024-08-09,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
371,2,Sunnyside Beach,19W,2024-08-09,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
372,2,Sunnyside Beach,22W,2024-08-09,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
373,1,Marie Curtis Park East Beach,29W,2024-08-08,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
374,1,Marie Curtis Park East Beach,33W,2024-08-08,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
375,1,Marie Curtis Park East Beach,32W,2024-08-08,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
376,1,Marie Curtis Park East Beach,31W,2024-08-08,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
377,1,Marie Curtis Park East Beach,30W,2024-08-08,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
378,2,Sunnyside Beach,23W,2024-08-08,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
379,2,Sunnyside Beach,18W,2024-08-08,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
380,2,Sunnyside Beach,17W,2024-08-08,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
381,2,Sunnyside Beach,20W,2024-08-08,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
382,2,Sunnyside Beach,21W,2024-08-08,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
383,2,Sunnyside Beach,19W,2024-08-08,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
384,2,Sunnyside Beach,22W,2024-08-08,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
385,1,Marie Curtis Park East Beach,29W,2024-08-07,620,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
